symbol,identifier,series,isin,industry,companyName,lastPrice,change,pChange,totalTradedVolume,totalTradedValue,yearHigh,nearWKH,nearWKL,perChange365d,perChange30d,key,index,indexSymbol,last,variation,percentChange,yearLow,declines,advances,unchanged,previousDay,oneWeekAgo,oneMonthAgo,oneYearAgo
GOCOLORS,GOCOLORSEQN,EQ,INE0BJS01011,Speciality Retail,Go Fashion (India) Limited,1280.2,26.7,2.13,99345.0,126773161.05,1399.0,8.491779842744815,-37.16918461373621,-12.31,5.2,,,,,,,,,,,,,,
STARCEMENT,STARCEMENTEQN,EQ,INE460H01021,Cement & Cement Products,Star Cement Limited,212.0,4.46,2.15,459242.0,96854137.8,256.0,17.1875,-44.21768707482993,41.63,10.33,,,,,,,,,,,,,,
AHLUCONT,AHLUCONTEQN,EQ,INE758C01029,Civil Construction,Ahluwalia Contracts (India) Limited,1213.0,26.15,2.2,45425.0,54604029.75,1542.45,21.358877111089505,-86.61538461538461,81.02,-5.28,,,,,,,,,,,,,,
BARBEQUE,BARBEQUEEQN,EQ,INE382M01027,Restaurants,Barbeque Nation Hospitality Limited,628.9,13.75,2.24,47488.0,29347109.12,791.7,20.563344701275742,-36.40602971478147,-10.73,10.55,,,,,,,,,,,,,,
NIITMTS,NIITMTSEQN,EQ,INE342G01023,Education,NIIT Learning Systems Limited,517.15,11.55,2.28,62449.0,32100659.47,576.9,10.357080949904663,-51.080923166812724,27.89,3.7,,,,,,,,,,,,,,
SARDAEN,SARDAENEQN,EQ,INE385C01021,Iron & Steel,Sarda Energy & Minerals Limited,400.65,9.2,2.35,979707.0,391882800.0,409.9,2.256647962917785,-122.27461858529817,45.46,35.56,,,,,,,,,,,,,,
SANDUMA,SANDUMAEQN,EQ,INE149K01016,Coal,Sandur Manganese & Iron Ores Limited,500.75,11.55,2.36,372723.0,187338034.26,634.8,21.116887208569626,-110.16074201536073,-,-13.79,,,,,,,,,,,,,,
EDELWEISS,EDELWEISSEQN,EQ,INE532F01054,Holding Company,Edelweiss Financial Services Limited,131.82,3.05,2.37,15955941.0,2071719379.44,137.45,4.096034921789739,-152.5287356321839,101.21,65.75,,,,,,,,,,,,,,
GRAVITA,GRAVITAEQN,EQ,INE024L01027,Industrial Minerals,Gravita India Limited,2657.85,72.6,2.81,315741.0,832615331.82,2700.0,1.5611111111111144,-264.0890410958904,190.55,36.84,,,,,,,,,,,,,,
SUNCLAY,SUNCLAYEQN,EQ,INE0Q3R01026,Castings & Forgings,Sundaram Clayton Limited,2444.6,69.55,2.93,37604.0,90417689.88,2513.0,2.7218463987266253,-103.05673228673476,-,-8.18,,,,,,,,,,,,,,
GOKEX,GOKEXEQN,EQ,INE887G01027,Garments & Apparels,Gokaldas Exports Limited,960.7,30.25,3.25,165249.0,156662661.96,1128.0,14.83156028368794,-39.90097568079219,21.92,-1.26,,,,,,,,,,,,,,
MASFIN,MASFINEQN,EQ,INE348L01012,Non Banking Financial Company (NBFC),MAS Financial Services Limited,296.6,10.05,3.51,455068.0,134263262.72,387.95,23.54684882072431,-10.076080905548354,-64.53,0.33,,,,,,,,,,,,,,
HEIDELBERG,HEIDELBERGEQN,EQ,INE578A01017,Cement & Cement Products,HeidelbergCement India Limited,237.2,8.87,3.88,800275.0,190057309.75,247.0,3.9676113360323932,-34.657961964235014,20.16,1.58,,,,,,,,,,,,,,
CONFIPET,CONFIPETEQN,EQ,INE552D01024,LPG/CNG/PNG/LNG Supplier,Confidence Petroleum India Limited,94.74,3.63,3.98,11326886.0,1064727284.0,120.0,21.050000000000004,-51.462829736211035,-4.48,1.95,,,,,,,,,,,,,,
BASF,BASFEQN,EQ,INE373A01013,Specialty Chemicals,BASF India Limited,7107.95,277.65,4.06,25852.0,181341956.24,7949.9,10.590699254078666,-192.5082304526749,150.81,9.74,,,,,,,,,,,,,,
TARSONS,TARSONSEQN,EQ,INE144Z01023,Medical Equipment & Supplies,Tarsons Products Limited,459.6,19.15,4.35,125412.0,57555329.160000004,574.4,19.986072423398323,-18.118735543562064,-14.13,-10.38,,,,,,,,,,,,,,
DCXINDIA,DCXINDIABEN,BE,INE0KL801015,Aerospace & Defense,DCX Systems Limited,346.9,16.5,4.99,370538.0,125923633.91999999,451.9,23.235229032971898,-47.42881427964299,-,-9.69,,,,,,,,,,,,,,
SUDARSCHEM,SUDARSCHEMEQN,EQ,INE659A01023,Dyes And Pigments,Sudarshan Chemical Industries Limited,1039.65,51.2,5.18,276466.0,282761130.82,1082.0,3.914048059149714,-137.85175017158545,103.06,5.81,,,,,,,,,,,,,,
BECTORFOOD,BECTORFOODEQN,EQ,INE495P01012,Packaged Foods,Mrs. Bectors Food Specialities Limited,1898.5,103.4,5.76,394172.0,741366581.04,2009.0,5.500248880039821,-105.02159827213823,54.51,15.31,,,,,,,,,,,,,,
NEWGEN,NEWGENEQN,EQ,INE619B01017,Computers - Software & Consulting,Newgen Software Technologies Limited,1239.0,68.35,5.84,328321.0,397278259.63,1250.0,0.88,-194.3132690389092,35.1,9.13,,,,,,,,,,,,,,
RELINFRA,RELINFRAEQN,EQ,INE036A01016,Integrated Power Utilities,Reliance Infrastructure Limited,230.5,14.45,6.69,14111946.0,3216818090.7,308.0,25.162337662337663,-59.570785739010056,-,-3.02,,,,,,,,,,,,,,
AVALON,AVALONEQN,EQ,INE0LCL01028,Other Electrical Equipment,Avalon Technologies Limited,565.5,40.15,7.64,408948.0,229264427.76,600.0,5.75,-33.05882352941177,3.81,1.28,,,,,,,,,,,,,,
NAVA,NAVAEQN,EQ,INE725A01022,Power Generation,NAVA LIMITED,1262.55,154.95,13.99,2482965.0,3013400812.9500003,1272.9,0.813103935894425,-237.48997594226142,127.97,3.17,,,,,,,,,,,,,,
PSB,PSBEQN,EQ,INE608A01012,Public Sector Bank,Punjab & Sind Bank,56.15,-0.84,-1.47,398815.0,22469237.1,77.5,27.548387096774192,-53.62517099863202,27.64,-2.05,,,,,,,,,,,,,,
,,INDEX,,,,,,,,,75807.7,,,68.04,2.66,BROAD MARKET INDICES,NIFTY NEXT 50,NIFTY NEXT 50,75343.3,-121.0,-0.16,42539.15,29,21,0,75427.55,74737.6,72943.2,46051.85
,,INDEX,,,,,,,,,26522.0,,,35.55,1.95,BROAD MARKET INDICES,NIFTY 100,NIFTY 100,26488.6,35.2,0.13,18743.3,49,51,0,26419.9,26115.2,25578.5,20108.4
,,INDEX,,,,,,,,,14451.3,,,37.74,2.02,BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14432.25,16.75,0.12,10017.55,104,96,0,14391.4,14213.5,13914.7,10763.6
,,INDEX,,,,,,,,,24026.0,,,39.01,2.04,BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23987.0,18.8,0.08,16466.25,300,200,1,23928.2,23643.65,23056.5,17665.8
,,INDEX,,,,,,,,,16979.65,,,47.58,2.15,BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,16904.6,14.65,0.09,10810.75,25,25,0,16878.0,16562.85,16246.25,11635.9
,,INDEX,,,,,,,,,60408.25,,,50.3,2.37,BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,60277.15,17.4,0.03,37655.85,55,45,0,60034.05,59039.05,57656.0,40829.9
,,INDEX,,,,,,,,,19640.6,,,55.87,2.69,BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,19485.2,-52.55,-0.27,12048.75,72,28,0,19505.95,19317.4,18436.85,12793.75
,,INDEX,,,,,,,,,31.71,,,17.84,-6.48,BROAD MARKET INDICES,INDIA VIX,INDIA VIX,12.47,0.01,0.08,8.395,,,,12.55,13.36,14.4025,10.9025
,,INDEX,,,,,,,,,22314.85,,,48.04,2.02,BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,22268.55,3.85,0.02,14133.3,87,63,0,22190.35,21853.55,21298.35,15222.7
,,INDEX,,,,,,,,,9442.7,,,60.59,4.49,BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,9389.15,-20.35,-0.22,5557.55,32,18,0,9376.85,9243.45,8648.7,5865.9
,,INDEX,,,,,,,,,18656.7,,,51.2,2.79,BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,18533.65,-39.25,-0.21,11493.75,164,86,1,18543.15,18383.0,17371.4,12301.65
,,INDEX,,,,,,,,,21048.5,,,49.15,2.29,BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,20974.75,-13.5,-0.06,13203.7,251,149,1,20931.2,20662.55,19917.4,14190.0
,,INDEX,,,,,,,,,16848.35,,,42.55,2.17,BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,16812.6,3.05,0.02,5531.55,300,200,1,16778.15,16581.5,16076.25,12007.65
,,INDEX,,,,,,,,,16791.25,,,41.78,1.98,BROAD MARKET INDICES,NIFTY LARGEMIDCAP 250,NIFTY LARGEMID250,16766.05,12.6,0.08,5635.2,136,114,0,16714.85,16491.55,16112.7,12064.75
,,INDEX,,,,,,,,,13407.55,,,47.46,4.25,BROAD MARKET INDICES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,13311.55,35.7,0.27,5520.25,11,14,0,13346.7,13184.35,12724.85,9182.65
,,INDEX,,,,,,,,,13539.8,,,39.58,2.04,BROAD MARKET INDICES,NIFTY TOTAL MARKET,NIFTY TOTAL MKT,13518.95,11.4,0.08,6252.1,445,304,3,13483.7,13325.0,12987.45,9904.3
,,INDEX,,,,,,,,,25629.5,,,57.07,2.11,BROAD MARKET INDICES,NIFTY MICROCAP 250,NIFTY MICROCAP250,25598.85,61.45,0.24,5802.95,145,104,2,25429.45,25209.85,24246.95,16157.15
,,INDEX,,,,,,,,,53357.7,,,15.56,0.0,SECTORAL INDICES,NIFTY BANK,NIFTY BANK,52255.1,101.95,0.2,42105.4,5,7,0,51938.05,51272.3,50516.9,46231.5
,,INDEX,,,,,,,,,26934.05,,,64.32,1.78,SECTORAL INDICES,NIFTY AUTO,NIFTY AUTO,25814.1,-15.55,-0.06,15715.9,10,5,0,25820.85,25556.45,25597.35,16425.8
,,INDEX,,,,,,,,,24081.1,,,19.6,1.16,SECTORAL INDICES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,24020.65,30.8,0.13,18870.15,11,9,0,23979.55,23649.4,22976.2,20531.35
,,INDEX,,,,,,,,,0.0,,,30.24,2.59,SECTORAL INDICES,NIFTY FINANCIAL SERVICES 25/50,NIFTY FINSRV25 50,26630.1,8.05,0.03,0.0,11,9,0,26681.15,26331.8,25257.95,21026.9
,,INDEX,,,,,,,,,65616.25,,,23.07,2.13,SECTORAL INDICES,NIFTY FMCG,NIFTY FMCG,64762.55,165.55,0.26,50607.0,5,10,0,65062.8,64584.95,62213.0,51895.15
,,INDEX,,,,,,,,,43583.15,,,35.77,7.7,SECTORAL INDICES,NIFTY IT,NIFTY IT,43501.7,149.05,0.34,30054.2,2,8,0,43394.35,42644.2,40878.25,33355.05
,,INDEX,,,,,,,,,2508.6,,,-8.34,0.2,SECTORAL INDICES,NIFTY MEDIA,NIFTY MEDIA,2121.35,-18.15,-0.85,1717.4,9,1,0,2118.45,2107.35,2059.65,2326.85
,,INDEX,,,,,,,,,10195.6,,,37.28,0.97,SECTORAL INDICES,NIFTY METAL,NIFTY METAL,9428.75,1.05,0.01,6346.3,11,3,1,9370.65,9156.2,8994.1,7035.8
,,INDEX,,,,,,,,,23573.85,,,54.66,6.0,SECTORAL INDICES,NIFTY PHARMA,NIFTY PHARMA,23452.15,3.4,0.01,14544.25,14,7,0,23457.65,23256.85,22106.5,15583.55
,,INDEX,,,,,,,,,8053.3,,,53.92,-2.94,SECTORAL INDICES,NIFTY PSU BANK,NIFTY PSU BANK,6696.5,-17.95,-0.27,4641.0,10,2,0,6715.3,6638.35,6843.8,5046.25
,,INDEX,,,,,,,,,26653.55,,,11,0.3,SECTORAL INDICES,NIFTY PRIVATE BANK,NIFTY PVT BANK,26280.8,73.7,0.28,21871.9,3,7,0,26075.55,25720.3,25256.05,23914.35
,,INDEX,,,,,,,,,1157.35,,,86.89,1.57,SECTORAL INDICES,NIFTY REALTY,NIFTY REALTY,1060.95,1.25,0.12,557.4,4,6,0,1053.65,1038.75,1048.65,586.95
,,INDEX,,,,,,,,,14805.55,,,53.98,4.84,SECTORAL INDICES,NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,14748.05,19.55,0.13,6482.8,11,9,0,14695.45,14554.05,13879.55,9796.0
,,INDEX,,,,,,,,,43420.0,,,43.65,5.29,SECTORAL INDICES,NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,43452.1,153.4,0.35,14089.55,8,7,0,43081.1,42090.4,39671.5,29360.15
,,INDEX,,,,,,,,,13607.2,,,71.44,2.43,SECTORAL INDICES,NIFTY OIL & GAS,NIFTY OIL AND GAS,12731.5,33.9,0.27,4632.7,8,7,0,12684.25,12814.25,12999.75,8025.2
,,INDEX,,,,,,,,,43218.25,,,-,6.95,SECTORAL INDICES,NIFTY MIDSMALL HEALTHCARE,NIFTY MIDSML HLTH,42821.35,-95.85,-0.22,20019.15,22,9,0,42900.55,42469.9,39664.6,
,,INDEX,,,,,,,,,6937.65,,,54.75,2.9,STRATEGY INDICES,NIFTY DIVIDEND OPPORTUNITIES 50,NIFTY DIV OPPS 50,6868.45,5.8,0.08,4421.8,30,20,0,6858.95,6783.1,6685.25,4637.0
,,INDEX,,,,,,,,,12965.8,,,30.39,4.49,STRATEGY INDICES,NIFTY GROWTH SECTORS 15,NIFTY GROWSECT 15,12885.5,20.05,0.16,9566.4,5,10,0,12904.0,12763.85,12339.85,10051.55
,,INDEX,,,,,,,,,0.0,,,40.07,3.24,STRATEGY INDICES,NIFTY100 QUALITY 30,NIFTY100 QUALTY30,6226.1,4.85,0.08,0.0,14,16,0,6230.35,6146.4,5944.45,4537.75
,,INDEX,,,,,,,,,14430.5,,,41.43,3.09,STRATEGY INDICES,NIFTY50 VALUE 20,NIFTY50 VALUE 20,14416.0,29.95,0.21,9990.5,8,12,0,14356.5,14164.3,13903.75,10585.2
,,INDEX,,,,,,,,,22289.2,,,58.75,3.95,STRATEGY INDICES,NIFTY50 TR 2X LEVERAGE,NIFTY50 TR 2X LEV,22268.55,86.7,0.39,12898.2,,,,22146.1,21617.85,20843.85,14919.5
,,INDEX,,,,,,,,,15317.5,,,55.01,3.56,STRATEGY INDICES,NIFTY50 PR 2X LEVERAGE,NIFTY50 PR 2X LEV,15303.3,59.6,0.39,9059.1,,,,15219.15,14856.15,14335.65,10500.35
,,INDEX,,,,,,,,,210.55,,,-20.05,-1.91,STRATEGY INDICES,NIFTY50 TR 1X INVERSE,NIFTY50 TR 1X INV,161.05,-0.3,-0.19,160.9,,,,161.45,163.45,166.15,195.35
,,INDEX,,,,,,,,,250.95,,,-19.1,-1.71,STRATEGY INDICES,NIFTY50 PR 1X INVERSE,NIFTY50 PR 1X INV,194.05,-0.35,-0.18,193.9,,,,194.5,196.95,200.15,232.65
,,INDEX,,,,,,,,,0.0,,,31.05,30.4,STRATEGY INDICES,NIFTY50 DIVIDEND POINTS,NIFTY50 DIV POINT,194.25,0.0,0.0,0.0,,,,194.25,194.25,184.39,148.23
,,INDEX,,,,,,,,,0.0,,,71.81,2.49,STRATEGY INDICES,NIFTY ALPHA 50,NIFTY ALPHA 50,60345.8,-326.1,-0.54,0.0,30,20,0,60014.2,58955.4,58611.75,36010.45
,,INDEX,,,,,,,,,0.0,,,41.08,2.79,STRATEGY INDICES,NIFTY50 EQUAL WEIGHT,NIFTY50 EQL WGT,32750.6,74.7,0.23,0.0,20,30,0,32683.5,32228.3,31284.1,23950.7
,,INDEX,,,,,,,,,0.0,,,51.43,1.62,STRATEGY INDICES,NIFTY100 EQUAL WEIGHT,NIFTY100 EQL WGT,34824.05,27.3,0.08,0.0,49,51,0,34778.0,34391.0,33515.7,23613.8
,,INDEX,,,,,,,,,0.0,,,39.09,2.95,STRATEGY INDICES,NIFTY100 LOW VOLATILITY 30,NIFTY100 LOWVOL30,21243.85,84.3,0.4,0.0,10,20,0,21165.75,20873.7,20034.8,15357.85
,,INDEX,,,,,,,,,0.0,,,42.61,4.0,STRATEGY INDICES,NIFTY200 QUALITY 30,NIFTY200 QUALTY30,23386.0,47.9,0.21,0.0,14,16,0,23373.2,23012.2,22133.25,16693.8
,,INDEX,,,,,,,,,0.0,,,57.19,2.63,STRATEGY INDICES,NIFTY ALPHA LOW-VOLATILITY 30,NIFTY ALPHALOWVOL,30522.4,101.75,0.33,0.0,10,20,0,30391.9,30060.35,29524.8,19959.0
,,INDEX,,,,,,,,,0.0,,,66.21,3.2,STRATEGY INDICES,NIFTY200 MOMENTUM 30,NIFTY200MOMENTM30,36610.5,58.05,0.16,0.0,12,18,0,36445.85,36012.3,35879.4,23008.55
,,INDEX,,,,,,,,,0.0,,,34.78,1.96,STRATEGY INDICES,NIFTY MIDCAP150 QUALITY 50,NIFTY M150 QLTY50,25889.1,53.1,0.21,0.0,28,22,0,25948.25,25683.6,24852.45,19187.7
,,INDEX,,,,,,,,,0.0,,,-,3.96,STRATEGY INDICES,NIFTY200 ALPHA 30,NIFTY200 ALPHA 30,28761.1,-44.85,-0.16,0.0,19,11,0,28687.55,28335.65,28365.4,
,,INDEX,,,,,,,,,0.0,,,-,3.45,STRATEGY INDICES,NIFTY MIDCAP150 MOMENTUM 50,NIFTYM150MOMNTM50,66975.55,129.45,0.19,0.0,25,25,0,65984.5,64701.95,63970.15,
,,INDEX,,,,,,,,,9742.5,,,49.28,-0.44,THEMATIC INDICES,NIFTY COMMODITIES,NIFTY COMMODITIES,9440.85,22.95,0.24,6098.95,16,14,0,9358.05,9296.0,9209.95,6611.95
,,INDEX,,,,,,,,,12557.9,,,44.49,2.8,THEMATIC INDICES,NIFTY INDIA CONSUMPTION,NIFTY CONSUMPTION,12498.55,53.65,0.43,8246.2,9,21,0,12452.4,12260.0,11816.45,8566.85
,,INDEX,,,,,,,,,7661.9,,,104.78,-1.45,THEMATIC INDICES,NIFTY CPSE,NIFTY CPSE,7057.3,-2.0,-0.03,3753.8,6,5,0,6994.6,6984.35,7303.65,3796.2
,,INDEX,,,,,,,,,45022.15,,,66.17,-1.3,THEMATIC INDICES,NIFTY ENERGY,NIFTY ENERGY,42667.35,98.05,0.23,25833.45,4,6,0,42229.4,42243.4,42762.7,27338.15
,,INDEX,,,,,,,,,9547.6,,,56.68,0.5,THEMATIC INDICES,NIFTY INFRASTRUCTURE,NIFTY INFRA,9384.6,36.05,0.39,5960.0,15,15,0,9333.75,9235.8,9157.9,6283.35
,,INDEX,,,,,,,,,7027.3,,,34.31,1.01,THEMATIC INDICES,NIFTY100 LIQUID 15,NIFTY100 LIQ 15,6926.3,11.95,0.17,5071.2,7,8,0,6925.5,6827.25,6741.95,5384.2
,,INDEX,,,,,,,,,14468.6,,,52.31,5.41,THEMATIC INDICES,NIFTY MIDCAP LIQUID 15,NIFTY MID LIQ 15,14440.65,63.95,0.44,8929.9,6,9,0,14376.7,14109.05,13762.15,9638.85
,,INDEX,,,,,,,,,31524.55,,,40.55,1.19,THEMATIC INDICES,NIFTY MNC,NIFTY MNC,31434.4,61.3,0.2,21443.35,16,14,0,31470.65,31059.55,30587.35,22338.05
,,INDEX,,,,,,,,,11814.6,,,104.46,-0.32,THEMATIC INDICES,NIFTY PSE,NIFTY PSE,10904.65,-42.05,-0.38,5682.9,15,5,0,10913.2,10929.5,11184.65,5827.95
,,INDEX,,,,,,,,,32704.15,,,28.35,1.96,THEMATIC INDICES,NIFTY SERVICES SECTOR,NIFTY SERV SECTOR,32737.65,85.75,0.26,23940.65,11,19,0,32543.1,32069.9,31185.3,26075.75
,,INDEX,,,,,,,,,0.0,,,33.79,2.38,THEMATIC INDICES,NIFTY100 ESG SECTOR LEADERS,NIFTY100ESGSECLDR,4263.35,8.45,0.2,0.0,,,,4244.4,4191.3,4091.3,3263.5
,,INDEX,,,,,,,,,9794.65,,,50.8,6.01,THEMATIC INDICES,NIFTY INDIA DIGITAL,NIFTY IND DIGITAL,9763.85,6.2,0.06,4755.25,16,14,0,9745.3,9558.1,9200.4,6673.55
,,INDEX,,,,,,,,,0.0,,,38.1,2.88,THEMATIC INDICES,NIFTY100 ESG,NIFTY100 ESG,5137.65,8.65,0.17,0.0,45,48,0,5127.9,5060.8,4905.4,3826.15
,,INDEX,,,,,,,,,0.0,,,54.84,2.19,THEMATIC INDICES,NIFTY INDIA MANUFACTURING,NIFTY INDIA MFG,15195.75,-10.2,-0.07,0.0,38,37,0,15185.15,14965.1,14768.5,9986.7
,,INDEX,,,,,,,,,18565.9,,,-,5.44,THEMATIC INDICES,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,NIFTY TATA 25 CAP,18368.45,-21.8,-0.12,9887.45,4,6,0,18379.85,18382.0,17767.4,
,,INDEX,,,,,,,,,15831.55,,,-,3.03,THEMATIC INDICES,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20,NIFTY MULTI MFG,15774.75,-12.95,-0.08,8394.35,48,27,1,15761.95,15596.25,15210.05,
,,INDEX,,,,,,,,,15110.05,,,-,0.35,THEMATIC INDICES,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20,NIFTY MULTI INFRA,14861.1,48.7,0.33,8010.1,44,31,0,14790.15,14663.85,14415.05,
,,INDEX,,,,,,,,,0.0,,,9.02,0.87,FIXED INCOME INDICES,NIFTY 8-13 YR G-SEC,NIFTY GS 8 13YR,2717.2,-1.27,-0.04,0.0,,,,2712.32,2698.57,2681.88,2476.53
,,INDEX,,,,,,,,,0.0,,,8.97,0.79,FIXED INCOME INDICES,NIFTY 10 YR BENCHMARK G-SEC,NIFTY GS 10YR,2404.96,-1.11,-0.04,0.0,,,,2400.65,2389.04,2375.39,2192.96
,,INDEX,,,,,,,,,0.0,,,1.66,0.28,FIXED INCOME INDICES,NIFTY 10 YR BENCHMARK G-SEC (CLEAN PRICE),NIFTY GS 10YR CLN,892.24,-0.6,-0.06,0.0,,,,891.28,887.35,886.26,872.42
,,INDEX,,,,,,,,,0.0,,,8.85,0.69,FIXED INCOME INDICES,NIFTY 4-8 YR G-SEC INDEX,NIFTY GS 4 8YR,2933.05,-0.12,0.0,0.0,,,,2929.04,2920.24,2902.98,2684.66
,,INDEX,,,,,,,,,0.0,,,10.17,1.08,FIXED INCOME INDICES,NIFTY 11-15 YR G-SEC INDEX,NIFTY GS 11 15YR,3014.08,-2.05,-0.06,0.0,,,,3008.08,2991.42,2971.45,2711.38
,,INDEX,,,,,,,,,0.0,,,11.72,1.26,FIXED INCOME INDICES,NIFTY 15 YR AND ABOVE G-SEC INDEX,NIFTY GS 15YRPLUS,3343.87,-2.1,-0.06,0.0,,,,3337.62,3320.18,3286.32,2970.53
,,INDEX,,,,,,,,,0.0,,,9.54,0.9,FIXED INCOME INDICES,NIFTY COMPOSITE G-SEC INDEX,NIFTY GS COMPSITE,2815.16,-1.35,-0.04,0.0,,,,2810.16,2796.55,2777.38,2553.01
